,room_capacity,layout,property_type,location,city,price,area_in_sqft,status,deposit,no_bathrooms,facing
0,3,BHK,Apartment,Attapur,Hyderabad,"9,000",600,Furnished,No,1,
1,2,BHK,Apartment,Toli Chowki,Hyderabad,"16,000",1100,Semi-Furnished,No,2,
2,4,BHK,Independent,Shamshabad,Hyderabad,"45,000",3000,Furnished,No,4,West
3,3,BHK,Apartment,Nanakramguda,Hyderabad,"80,000",3105,Furnished,No,3,
4,2,BHK,Independent,Malakpet,Hyderabad,"18,000",1200,Unfurnished,No,2,
5,4,BHK,Villa,Nizampet,Hyderabad,"30,000",2400,Unfurnished,No,4,
6,3,BHK,Apartment,Uppal,Hyderabad,"20,000",1800,Furnished,No,3,
7,2,BHK,Apartment,Kondapur,Hyderabad,"28,000",1250,Semi-Furnished,No,2,East
8,2,BHK,Apartment,Nallagandla Gachibowli,Hyderabad,"25,000",1350,Semi-Furnished,No,2,
9,3,BHK,Apartment,Nanakramguda,Hyderabad,"47,500",1885,Semi-Furnished,No,3,
10,3,BHK,Apartment,Banjara Hills,Hyderabad,1.15,3130,Semi-Furnished,No,3,
11,4,BHK,Apartment,Kondapur,Hyderabad,"95,000",3070,Semi-Furnished,No,4,East
12,3,BHK,Apartment,Nanakramguda,Hyderabad,"42,000",1886,Unfurnished,No,3,
13,2,BHK,Apartment,Kondapur,Hyderabad,"20,000",950,Unfurnished,No,2,
14,2,BHK,Apartment,Kondapur,Hyderabad,"30,000",1100,Semi-Furnished,No,2,
15,1,BHK,Apartment,Madhapur,Hyderabad,"27,000",708,Furnished,No,1,
16,2,BHK,Apartment,Kondapur,Hyderabad,"28,000",1200,Semi-Furnished,No,2,East
17,3,BHK,Apartment,Kukatpally,Hyderabad,"46,000",1500,Semi-Furnished,No,2,
18,3,BHK,Apartment,Jubilee Hills,Hyderabad,"60,000",2500,Semi-Furnished,No,3,
19,3,BHK,Apartment,Kondapur,Hyderabad,"70,000",1840,Semi-Furnished,No,3,East
20,3,BHK,Apartment,Attapur,Hyderabad,"9,000",600,Furnished,No,1,
21,2,BHK,Apartment,Toli Chowki,Hyderabad,"16,000",1100,Semi-Furnished,No,2,
22,4,BHK,Independent,Shamshabad,Hyderabad,"45,000",3000,Furnished,No,4,West
23,3,BHK,Apartment,Nanakramguda,Hyderabad,"80,000",3105,Furnished,No,3,
24,2,BHK,Independent,Malakpet,Hyderabad,"18,000",1200,Unfurnished,No,2,
25,4,BHK,Villa,Nizampet,Hyderabad,"30,000",2400,Unfurnished,No,4,
26,3,BHK,Apartment,Uppal,Hyderabad,"20,000",1800,Furnished,No,3,
27,2,BHK,Apartment,Kondapur,Hyderabad,"28,000",1250,Semi-Furnished,No,2,East
28,2,BHK,Apartment,Nallagandla Gachibowli,Hyderabad,"25,000",1350,Semi-Furnished,No,2,
29,3,BHK,Apartment,Nanakramguda,Hyderabad,"47,500",1885,Semi-Furnished,No,3,
30,3,BHK,Apartment,Banjara Hills,Hyderabad,1.15,3130,Semi-Furnished,No,3,
31,4,BHK,Apartment,Kondapur,Hyderabad,"95,000",3070,Semi-Furnished,No,4,East
32,3,BHK,Apartment,Nanakramguda,Hyderabad,"42,000",1886,Unfurnished,No,3,
33,2,BHK,Apartment,Kondapur,Hyderabad,"20,000",950,Unfurnished,No,2,
34,2,BHK,Apartment,Kondapur,Hyderabad,"30,000",1100,Semi-Furnished,No,2,
35,1,BHK,Apartment,Madhapur,Hyderabad,"27,000",708,Furnished,No,1,
36,2,BHK,Apartment,Kondapur,Hyderabad,"28,000",1200,Semi-Furnished,No,2,East
37,3,BHK,Apartment,Kukatpally,Hyderabad,"46,000",1500,Semi-Furnished,No,2,
38,3,BHK,Apartment,Jubilee Hills,Hyderabad,"60,000",2500,Semi-Furnished,No,3,
39,3,BHK,Apartment,Kondapur,Hyderabad,"70,000",1840,Semi-Furnished,No,3,East
40,1,BHK,Apartment,Madhapur,Hyderabad,"10,000",740,Furnished,No,1,
41,1,BHK,Independent,Miyapur,Hyderabad,"13,500",500,Unfurnished,No,1,
42,3,BHK,Apartment,Habsiguda,Hyderabad,"25,000",1700,Semi-Furnished,No,2,
43,3,BHK,Independent,Timarpur,Hyderabad,1.8,4500,Semi-Furnished,No,3,North
44,2,BHK,Independent,Nizampet,Hyderabad,"19,000",1100,Semi-Furnished,No,2,North
45,3,BHK,Apartment,Puppalaguda,Hyderabad,"38,000",2400,Semi-Furnished,No,3,North
46,3,BHK,Apartment,Madhapur,Hyderabad,"20,000",1750,Semi-Furnished,No,3,East
47,1,BHK,Apartment,Kondapur,Hyderabad,"14,000",650,Semi-Furnished,No,1,
48,1,BHK,Apartment,Kondapur,Hyderabad,"19,000",880,Semi-Furnished,No,1,
49,3,BHK,Apartment,Kondapur,Hyderabad,"55,000",2070,Semi-Furnished,No,3,
50,2,BHK,Apartment,Habsiguda,Hyderabad,"12,000",1399,Semi-Furnished,No,2,
51,2,BHK,Independent,Bandlaguda Jagir,Hyderabad,"8,000",900,Semi-Furnished,No,2,
52,3,BHK,Apartment,Miyapur,Hyderabad,"24,000",1407,Semi-Furnished,No,3,
53,2,BHK,Apartment,Kondapur,Hyderabad,"16,500",1100,Semi-Furnished,No,2,
54,1,RK,Studio,Kothaguda,Hyderabad,"9,000",200,Semi-Furnished,No,1,
55,2,BHK,Independent,Ameerpet,Hyderabad,"14,000",1250,Semi-Furnished,No,2,
56,2,BHK,Apartment,Kondapur,Hyderabad,"25,000",1200,Semi-Furnished,No,2,NorthWest
57,1,BHK,Apartment,Kondapur,Hyderabad,"26,000",650,Furnished,No,1,
58,3,BHK,Apartment,Himayat Nagar,Hyderabad,"40,000",2000,Semi-Furnished,No,3,
59,3,BHK,Apartment,Kokapet,Hyderabad,"70,000",1905,Furnished,No,3,
60,2,BHK,Apartment,Kondapur,Hyderabad,"24,000",1280,Semi-Furnished,No,2,East
61,2,BHK,Apartment,Madhapur,Hyderabad,"38,000",1280,Furnished,No,2,
62,3,BHK,Apartment,Kondapur,Hyderabad,"28,000",2500,Semi-Furnished,No,1,East
63,2,BHK,Apartment,Nallagandla Gachibowli,Hyderabad,"12,000",1150,Semi-Furnished,No,2,West
64,1,BHK,Apartment,Kondapur,Hyderabad,"24,000",650,Furnished,No,1,NorthWest
65,3,BHK,Apartment,Nanakramguda,Hyderabad,"56,000",1885,Semi-Furnished,No,3,
66,2,BHK,Apartment,Gopanpally,Hyderabad,"42,000",1290,Furnished,No,2,
67,3,BHK,Apartment,Puppalaguda,Hyderabad,"55,000",1492,Semi-Furnished,No,2,East
68,1,BHK,Apartment,Kondapur,Hyderabad,"17,000",650,Unfurnished,No,1,
69,3,BHK,Apartment,Banjara Hills,Hyderabad,1.15,3125,Semi-Furnished,No,3,
70,2,BHK,Apartment,Kondapur,Hyderabad,"35,000",1100,Furnished,No,2,
71,1,BHK,Apartment,Kondapur,Hyderabad,"15,000",750,Unfurnished,No,1,
72,2,BHK,Apartment,Madhapur,Hyderabad,"30,000",1230,Semi-Furnished,No,2,
73,2,BHK,Apartment,Kondapur,Hyderabad,"26,000",1300,Semi-Furnished,No,2,
74,2,BHK,Apartment,Gowlidody,Hyderabad,"26,000",1050,Furnished,No,2,NorthEast
75,3,BHK,Independent,Manikonda,Hyderabad,"45,000",1600,Semi-Furnished,No,3,East
76,3,BHK,Apartment,Kondapur,Hyderabad,"35,000",1800,Semi-Furnished,No,3,
77,1,BHK,Apartment,Kondapur,Hyderabad,"15,000",790,Semi-Furnished,No,1,North
78,2,BHK,Apartment,Nizampet,Hyderabad,"26,000",1400,Semi-Furnished,No,2,East
79,2,BHK,Apartment,Gachibowli,Hyderabad,"32,000",1250,Furnished,,,
80,3,BHK,Apartment,Nallagandla Gachibowli,Hyderabad,"45,000",1650,Semi-Furnished,No,3,
81,3,BHK,Apartment,Gachibowli,Hyderabad,"38,000",1500,Semi-Furnished,No,2,
82,3,BHK,Apartment,Kondapur,Hyderabad,"40,000",2250,Semi-Furnished,No,2,
83,4,BHK,Villa,Nallagandla Gachibowli,Hyderabad,"90,000",4000,Semi-Furnished,No,4,NorthEast
84,3,BHK,Apartment,Puppalaguda,Hyderabad,"32,000",1600,Semi-Furnished,No,3,West
85,4,BHK,Independent,Jubilee Hills,Hyderabad,4.5,4000,Semi-Furnished,,,
86,2,BHK,Apartment,Madhapur,Hyderabad,"45,000",1350,Furnished,,,
87,3,BHK,Apartment,Nanakramguda,Hyderabad,"80,000",3105,Furnished,No,3,
88,2,BHK,Independent,Malakpet,Hyderabad,"18,000",1200,Unfurnished,No,2,
89,4,BHK,Villa,Nizampet,Hyderabad,"30,000",2400,Unfurnished,No,4,
90,1,BHK,Apartment,Kondapur,Hyderabad,"16,000",600,Semi-Furnished,No,1,East
91,3,BHK,Apartment,Nanakramguda,Hyderabad,"56,000",1882,Semi-Furnished,No,3,
92,2,BHK,Apartment,Kondapur,Hyderabad,"29,000",1200,Semi-Furnished,No,2,
93,1,BHK,Apartment,Madhapur,Hyderabad,"17,000",604,Unfurnished,No,1,
94,1,BHK,Apartment,Kondapur,Hyderabad,"25,000",650,Furnished,No,1,
95,1,BHK,Apartment,Kondapur,Hyderabad,"22,000",750,Semi-Furnished,No,1,North
96,2,BHK,Apartment,Nizampet,Hyderabad,"23,000",1300,Semi-Furnished,No,2,North
97,1,BHK,Apartment,Madhapur,Hyderabad,"19,000",650,Semi-Furnished,No,1,
98,3,BHK,Apartment,Hitech City,Hyderabad,"50,000",1700,Semi-Furnished,No,3,NorthEast
99,3,BHK,Apartment,Nanakramguda,Hyderabad,,,Furnished,No,3,
100,3,BHK,Apartment,Madhapur,Hyderabad,,,Furnished,,,
101,1,BHK,Apartment,Kondapur,Hyderabad,"24,000",550,Furnished,,,
102,2,BHK,Apartment,Nallagandla Gachibowli,Hyderabad,"28,000",1350,Semi-Furnished,,,
103,3,BHK,Apartment,Kondapur,Hyderabad,"35,000",1950,Semi-Furnished,No,2,
104,3,BHK,Apartment,Nanakramguda,Hyderabad,"80,000",3105,Furnished,No,3,
105,4,BHK,Villa,Nizampet,Hyderabad,"30,000",2400,Unfurnished,No,4,
106,3,BHK,Apartment,Kondapur,Hyderabad,"34,000",1650,Semi-Furnished,No,3,North
107,2,BHK,Apartment,Nanakramguda,Hyderabad,"46,500",1283,Semi-Furnished,No,2,
108,3,BHK,Apartment,Kondapur,Hyderabad,"37,500",2300,Semi-Furnished,No,3,
109,1,BHK,Apartment,Madhapur,Hyderabad,"28,000",780,Furnished,No,1,
110,1,BHK,Apartment,Kondapur,Hyderabad,"22,000",750,Semi-Furnished,No,1,North
111,2,BHK,Apartment,Kondapur,Hyderabad,"28,000",1250,Semi-Furnished,,,
112,2,BHK,Villa,Kukatpally,Hyderabad,"55,000",2750,Semi-Furnished,No,2,NorthEast
113,3,BHK,Apartment,Jubilee Hills,Hyderabad,"70,000",2100,Semi-Furnished,No,3,
114,4,BHK,Apartment,Shaikpet,Hyderabad,1.8,4415,Semi-Furnished,,,
115,1,BHK,Apartment,Kondapur,Hyderabad,"22,000",500,Furnished,No,1,
116,3,BHK,Apartment,Nanakramguda,Hyderabad,"80,000",3105,Furnished,No,3,
117,4,BHK,Villa,Nizampet,Hyderabad,"30,000",2400,Unfurnished,No,2,East
118,1,BHK,Apartment,Gachibowli,Hyderabad,"23,000",550,Furnished,,,
119,2,BHK,Apartment,Nallagandla Gachibowli,Hyderabad,"28,000",1350,Semi-Furnished,,,
120,3,BHK,Apartment,Nanakramguda,Hyderabad,"80,000",3105,Furnished,No,3,
121,3,BHK,Apartment,Nanakramguda,Hyderabad,"80,000",3105,Furnished,No,3,
122,3,BHK,Apartment,Nanakramguda,Hyderabad,"80,000",3105,Furnished,No,3,
123,3,BHK,Apartment,Nanakramguda,Hyderabad,"80,000",3105,Furnished,No,3,
124,3,BHK,Apartment,Nanakramguda,Hyderabad,"80,000",3105,Furnished,No,3,
125,4,BHK,Villa,Nizampet,Hyderabad,"30,000",2400,Unfurnished,No,2,East
126,4,BHK,Villa,Nizampet,Hyderabad,"30,000",2400,Unfurnished,No,2,East
127,4,BHK,Villa,Nizampet,Hyderabad,"30,000",2400,Unfurnished,No,2,
128,4,BHK,Villa,Nizampet,Hyderabad,"30,000",2400,Unfurnished,No,2,
129,4,BHK,Villa,Nizampet,Hyderabad,"30,000",2400,Unfurnished,No,3,East
130,4,BHK,Villa,Nizampet,Hyderabad,"30,000",2400,Unfurnished,No,3,East
131,4,BHK,Villa,Nizampet,Hyderabad,"30,000",2400,Unfurnished,No,2,East
132,4,BHK,Villa,Nizampet,Hyderabad,"30,000",2400,Unfurnished,No,2,East
133,4,BHK,Villa,Nizampet,Hyderabad,"30,000",2400,Unfurnished,No,2,East
134,4,BHK,Villa,Nizampet,Hyderabad,"30,000",2400,Unfurnished,No,2,East
135,2,BHK,Apartment,Kondapur,Hyderabad,"25,000",1100,Semi-Furnished,No,2,North
136,3,BHK,Apartment,Kondapur,Hyderabad,"33,000",1750,Semi-Furnished,No,3,West
137,3,BHK,Apartment,Kondapur,Hyderabad,"37,000",1850,Semi-Furnished,No,3,NorthEast
138,2,BHK,Apartment,Nanakramguda,Hyderabad,"42,000",1250,Semi-Furnished,No,2,
139,3,BHK,Apartment,Nanakramguda,Hyderabad,"47,600",1885,Semi-Furnished,No,3,
140,2,BHK,Apartment,Nanakramguda,Hyderabad,"42,000",1250,Semi-Furnished,No,2,
141,3,BHK,Apartment,Nanakramguda,Hyderabad,"47,500",1885,Unfurnished,No,3,
142,3,BHK,Apartment,Nanakramguda,Hyderabad,"55,500",1885,Semi-Furnished,No,3,
143,2,BHK,Apartment,Kondapur,Hyderabad,"28,000",1350,Semi-Furnished,No,2,East
144,1,BHK,Apartment,Kondapur,Hyderabad,"24,000",650,Furnished,No,1,South
145,2,BHK,Apartment,Kondapur,Hyderabad,"27,000",1200,Semi-Furnished,No,2,South
146,2,BHK,Apartment,Kondapur,Hyderabad,"26,000",1250,Semi-Furnished,No,2,West
147,2,BHK,Apartment,Kondapur,Hyderabad,"26,000",1300,Semi-Furnished,No,2,West
148,1,BHK,Apartment,Kondapur,Hyderabad,"19,000",550,Semi-Furnished,No,1,
149,1,BHK,Apartment,Kondapur,Hyderabad,"22,000",500,Furnished,No,1,
150,1,BHK,Apartment,Kondapur,Hyderabad,"23,000",600,Furnished,No,1,
151,2,BHK,Apartment,Kondapur,Hyderabad,"36,000",1100,Furnished,No,2,
152,1,BHK,Apartment,Kondapur,Hyderabad,"24,500",550,Furnished,No,1,
153,2,BHK,Apartment,Kondapur,Hyderabad,"40,000",1200,Furnished,No,2,
154,2,BHK,Apartment,Kondapur,Hyderabad,"36,000",1100,Furnished,No,2,
155,1,BHK,Apartment,Kondapur,Hyderabad,"18,000",600,Semi-Furnished,No,1,
156,1,BHK,Apartment,Kondapur,Hyderabad,"25,000",550,Furnished,No,1,
157,2,BHK,Apartment,Kondapur,Hyderabad,"26,000",1250,Semi-Furnished,,,
158,2,BHK,Apartment,Kondapur,Hyderabad,"28,000",1150,Furnished,,,
159,1,BHK,Apartment,Kondapur,Hyderabad,"24,500",580,Furnished,No,1,East
160,1,BHK,Apartment,Kondapur,Hyderabad,"24,500",540,Furnished,No,1,East
161,2,BHK,Apartment,Kondapur,Hyderabad,"28,000",1200,Semi-Furnished,No,2,East
162,1,BHK,Apartment,Kondapur,Hyderabad,"23,000",750,Furnished,No,1,East
163,2,BHK,Apartment,Kondapur,Hyderabad,"25,000",1050,Furnished,No,1,East
164,1,BHK,Apartment,Kondapur,Hyderabad,"25,000",500,Furnished,No,1,
165,2,BHK,Apartment,Kondapur,Hyderabad,"24,000",1000,Semi-Furnished,No,2,
166,1,BHK,Apartment,Kondapur,Hyderabad,"23,000",580,Furnished,No,1,East
167,1,BHK,Apartment,Kondapur,Hyderabad,"24,500",640,Furnished,No,1,East
168,1,BHK,Apartment,Kondapur,Hyderabad,"19,000",600,Semi-Furnished,No,1,
169,2,BHK,Apartment,Madhapur,Hyderabad,"28,000",1050,Semi-Furnished,No,3,
170,2,BHK,Apartment,Kondapur,Hyderabad,"32,000",1300,Semi-Furnished,,,
171,2,BHK,Apartment,Kondapur,Hyderabad,"40,000",1200,Furnished,,,
172,3,BHK,Apartment,Kondapur,Hyderabad,"43,000",2200,Semi-Furnished,No,3,
173,3,BHK,Apartment,Kondapur,Hyderabad,"34,000",1900,Semi-Furnished,No,3,
174,3,BHK,Apartment,Kondapur,Hyderabad,"37,500",2200,Semi-Furnished,No,3,
175,3,BHK,Apartment,Kondapur,Hyderabad,"46,000",2200,Furnished,No,3,
176,1,BHK,Apartment,Kondapur,Hyderabad,"15,000",1000,Semi-Furnished,No,1,
177,3,BHK,Apartment,Kondapur,Hyderabad,"37,500",2000,Semi-Furnished,No,3,
178,3,BHK,Apartment,Kondapur,Hyderabad,"35,000",1900,Semi-Furnished,No,3,
179,3,BHK,Apartment,Kondapur,Hyderabad,"34,500",2000,Semi-Furnished,No,3,
180,2,BHK,Apartment,Kondapur,Hyderabad,"28,000",1150,Semi-Furnished,No,2,
181,1,RK,Studio,Madhapur,Hyderabad,"21,500",500,Furnished,No,1,
182,2,BHK,Apartment,Madhapur,Hyderabad,"41,000",2000,Semi-Furnished,No,2,
183,2,BHK,Apartment,Madhapur,Hyderabad,"33,000",1209,Semi-Furnished,No,2,
184,1,BHK,Apartment,Madhapur,Hyderabad,"16,000",705,Unfurnished,No,1,
185,1,BHK,Apartment,Madhapur,Hyderabad,"28,000",706,Furnished,No,1,
186,3,BHK,Apartment,Kondapur,Hyderabad,"44,000",2000,Furnished,No,3,NorthEast
187,2,BHK,Apartment,Kondapur,Hyderabad,"33,000",1200,Furnished,No,2,
188,3,BHK,Apartment,Kondapur,Hyderabad,"46,000",2200,Furnished,No,3,
189,2,BHK,Apartment,Kondapur,Hyderabad,"28,000",1200,Semi-Furnished,No,2,
190,1,BHK,Apartment,Kondapur,Hyderabad,"23,000",750,Furnished,No,1,
191,1,BHK,Apartment,Kondapur,Hyderabad,"23,000",750,Furnished,No,1,
192,2,BHK,Apartment,Kondapur,Hyderabad,"37,000",1200,Furnished,No,2,
193,3,BHK,Apartment,Kondapur,Hyderabad,"38,000",2250,Semi-Furnished,No,3,
194,2,BHK,Apartment,Kondapur,Hyderabad,"27,000",1400,Semi-Furnished,No,2,
195,3,BHK,Apartment,Kondapur,Hyderabad,"48,000",2000,Furnished,No,3,
196,2,BHK,Apartment,Kondapur,Hyderabad,"28,000",1800,Semi-Furnished,No,1,
197,1,BHK,Apartment,Kondapur,Hyderabad,"17,000",750,Semi-Furnished,No,1,
198,2,BHK,Apartment,Kondapur,Hyderabad,"26,000",1400,Semi-Furnished,No,2,
199,1,BHK,Apartment,Kondapur,Hyderabad,"16,500",850,Unfurnished,No,1,
200,2,BHK,Apartment,Kondapur,Hyderabad,"26,000",1400,Semi-Furnished,No,2,
201,1,BHK,Apartment,Kondapur,Hyderabad,"16,500",850,Unfurnished,No,1,
202,2,BHK,Apartment,Kondapur,Hyderabad,"27,000",1220,Semi-Furnished,No,2,
203,3,BHK,Apartment,Kondapur,Hyderabad,"32,000",2000,Semi-Furnished,No,3,
204,3,BHK,Apartment,Kondapur,Hyderabad,"30,000",1800,Semi-Furnished,No,3,
205,3,BHK,Apartment,Kondapur,Hyderabad,"45,000",2000,Furnished,No,3,
206,3,BHK,Apartment,Kondapur,Hyderabad,"32,000",1800,Semi-Furnished,No,3,
207,2,BHK,Apartment,Kondapur,Hyderabad,"28,000",1200,Semi-Furnished,No,2,North
208,2,BHK,Apartment,Kondapur,Hyderabad,"28,000",1150,Semi-Furnished,No,2,East
209,1,BHK,Apartment,Madhapur,Hyderabad,"27,500",703,Furnished,,,
210,1,BHK,Apartment,Madhapur,Hyderabad,"17,000",702,Unfurnished,,,
211,1,BHK,Apartment,Madhapur,Hyderabad,"22,000",801,Semi-Furnished,,,
212,1,RK,Studio,Madhapur,Hyderabad,"23,000",550,Furnished,,,
213,2,BHK,Apartment,Madhapur,Hyderabad,"38,000",1230,Furnished,,,
214,2,BHK,Apartment,Kondapur,Hyderabad,"26,000",1400,Semi-Furnished,No,2,
215,2,BHK,Apartment,Kondapur,Hyderabad,"28,000",1250,Semi-Furnished,No,2,
216,2,BHK,Apartment,Kondapur,Hyderabad,"24,000",1220,Semi-Furnished,,,
217,2,BHK,Apartment,Kondapur,Hyderabad,"24,000",1200,Semi-Furnished,,,
218,2,BHK,Apartment,Kondapur,Hyderabad,"26,000",1240,Semi-Furnished,,,
219,2,BHK,Apartment,Kondapur,Hyderabad,"34,000",1230,Semi-Furnished,,,
220,2,BHK,Apartment,Kondapur,Hyderabad,"32,000",1250,Semi-Furnished,,,
221,3,BHK,Apartment,Kondapur,Hyderabad,"33,000",2000,Semi-Furnished,,,
222,1,BHK,Apartment,Kondapur,Hyderabad,"14,000",750,Unfurnished,,,
223,2,BHK,Apartment,Kondapur,Hyderabad,"27,000",1200,Semi-Furnished,,,
224,3,BHK,Apartment,Kondapur,Hyderabad,"36,000",2300,Semi-Furnished,,,
225,2,BHK,Apartment,Kondapur,Hyderabad,"28,500",1400,Semi-Furnished,,,
226,1,BHK,Apartment,Kondapur,Hyderabad,"23,000",750,Furnished,,,
227,2,BHK,Apartment,Kondapur,Hyderabad,"28,000",1250,Semi-Furnished,,,
228,2,BHK,Apartment,Kondapur,Hyderabad,"26,500",1250,Semi-Furnished,,,
229,3,BHK,Apartment,Kukatpally,Hyderabad,"32,000",1450,Semi-Furnished,No,3,
230,2,BHK,Apartment,Kondapur,Hyderabad,"26,220",1140,Semi-Furnished,No,2,East
231,1,BHK,Apartment,Kondapur,Hyderabad,"23,500",850,Furnished,,,
232,2,BHK,Apartment,Kondapur,Hyderabad,"36,000",1240,Furnished,,,
233,3,BHK,Apartment,Kondapur,Hyderabad,"36,500",2000,Semi-Furnished,,,
234,2,BHK,Apartment,Kondapur,Hyderabad,"27,000",1200,Semi-Furnished,,,
235,2,BHK,Apartment,Kondapur,Hyderabad,"28,500",1400,Semi-Furnished,,,
236,3,BHK,Apartment,Hitech City,Hyderabad,"64,000",1730,Semi-Furnished,No,3,
237,4,BHK,Apartment,Narsingi,Hyderabad,"80,000",4000,Semi-Furnished,No,4,
238,3,BHK,Apartment,Kukatpally,Hyderabad,"62,000",2000,Semi-Furnished,No,3,
239,2,BHK,Apartment,Kondapur,Hyderabad,"60,000",1840,Semi-Furnished,No,2,NorthEast
240,3,BHK,Apartment,Nanakramguda,Hyderabad,"70,000",3300,Semi-Furnished,No,3,NorthEast
241,3,BHK,Apartment,Kokapet,Hyderabad,"60,000",2185,Semi-Furnished,No,3,NorthEast
242,3,BHK,Apartment,Kokapet,Hyderabad,"55,000",2615,Furnished,No,3,NorthEast
243,3,BHK,Apartment,Kukatpally,Hyderabad,"35,000",1600,Semi-Furnished,No,3,NorthEast
244,3,BHK,Apartment,Kokapet,Hyderabad,"65,000",2049,Semi-Furnished,No,3,NorthEast
245,3,BHK,Apartment,Kokapet,Hyderabad,"60,000",2600,Semi-Furnished,No,3,NorthEast
246,2,BHK,Apartment,Kondapur,Hyderabad,"60,000",1840,Semi-Furnished,No,2,NorthEast
247,2,BHK,Apartment,Gachibowli,Hyderabad,"60,000",892,Furnished,No,2,NorthEast
248,2,BHK,Apartment,Gachibowli,Hyderabad,"40,000",1110,Semi-Furnished,No,2,NorthEast
249,3,BHK,Apartment,Kukatpally,Hyderabad,"60,000",1931,Semi-Furnished,No,3,NorthEast
250,2,BHK,Apartment,Kukatpally,Hyderabad,"40,000",1450,Semi-Furnished,No,2,NorthEast
251,3,BHK,Apartment,Hitech City,Hyderabad,"50,000",1136,Semi-Furnished,No,3,NorthEast
252,2,BHK,Apartment,Gopanpally,Hyderabad,"60,000",1725,Furnished,No,2,NorthEast
253,3,BHK,Apartment,Kondapur,Hyderabad,"65,000",1855,Semi-Furnished,No,3,NorthEast
254,3,BHK,Apartment,Tellapur,Hyderabad,"60,000",2083,Furnished,No,3,NorthEast
255,3,BHK,Apartment,Kondapur,Hyderabad,"80,000",1965,Semi-Furnished,No,3,NorthEast
256,4,BHK,Apartment,Tellapur,Hyderabad,1.25,3600,Semi-Furnished,No,4,NorthEast
257,3,BHK,Apartment,Hitech City,Hyderabad,"60,000",2200,Furnished,No,3,NorthEast
258,3,BHK,Apartment,Nanakramguda,Hyderabad,"70,000",1855,Semi-Furnished,No,3,NorthEast
259,4,BHK,Apartment,Kondapur,Hyderabad,1.1,2835,Semi-Furnished,No,3,NorthEast
260,3,BHK,Apartment,Hitech City,Hyderabad,"68,000",1730,Semi-Furnished,No,3,NorthEast
261,4,BHK,Apartment,Hitech City,Hyderabad,"77,000",2692,Semi-Furnished,No,4,NorthEast
262,2,BHK,Apartment,Kompally,Hyderabad,"25,000",1046,Semi-Furnished,No,2,NorthEast
263,3,BHK,Apartment,Tellapur,Hyderabad,"60,000",2083,Semi-Furnished,No,3,NorthEast
264,5,BHK,Villa,Kukatpally,Hyderabad,,,Semi-Furnished,No,5,NorthEast
265,3,BHK,Apartment,Gachibowli,Hyderabad,"65,000",1600,Semi-Furnished,No,2,NorthEast
266,4,BHK,Villa,Appa Junction Peerancheru,Hyderabad,"75,000",3731,Semi-Furnished,No,4,NorthEast
267,3,BHK,Apartment,Kukatpally,Hyderabad,"45,000",1830,Semi-Furnished,No,3,NorthEast
268,3,BHK,Apartment,Gopanpally,Hyderabad,"50,000",1610,Semi-Furnished,No,3,NorthEast
269,3,BHK,Apartment,Hitech City,Hyderabad,"48,000",1800,Semi-Furnished,No,3,NorthEast
270,3,BHK,Apartment,Kukatpally,Hyderabad,"60,000",1735,Semi-Furnished,No,3,NorthEast
271,3,BHK,Apartment,Kokapet,Hyderabad,"65,000",2600,Furnished,No,3,NorthEast
272,3,BHK,Apartment,Kondapur,Hyderabad,"60,000",1855,Semi-Furnished,No,3,NorthEast
273,4,BHK,Villa,Kokapet,Hyderabad,2.4,4500,Semi-Furnished,No,4,NorthEast
274,3,BHK,Apartment,Kukatpally,Hyderabad,"46,000",1700,Semi-Furnished,No,3,NorthEast
275,3,BHK,Apartment,Gachibowli,Hyderabad,"68,000",1206,Furnished,No,3,NorthEast
276,3,BHK,Apartment,Kondapur,Hyderabad,1.1,2835,Semi-Furnished,No,3,NorthEast
277,3,BHK,Apartment,Kondapur,Hyderabad,"65,000",1840,Semi-Furnished,No,3,NorthEast
278,2,BHK,Apartment,Kondapur,Hyderabad,"45,000",1250,Unfurnished,No,2,NorthEast
279,3,BHK,Apartment,Kokapet,Hyderabad,"70,000",1668,Furnished,No,3,NorthEast
280,3,BHK,Apartment,Kukatpally,Hyderabad,"60,000",1735,Semi-Furnished,No,3,NorthEast
281,3,BHK,Apartment,Gopanpally,Hyderabad,"50,000",1610,Semi-Furnished,No,3,NorthEast
282,3,BHK,Apartment,Hitech City,Hyderabad,"48,000",1800,Semi-Furnished,No,3,NorthEast
283,3,BHK,Apartment,Nallagandla Gachibowli,Hyderabad,"50,000",1700,Furnished,No,3,NorthEast
284,3,BHK,Apartment,Gachibowli,Hyderabad,"85,000",1913,Furnished,No,3,NorthEast
285,3,BHK,Apartment,Tellapur,Hyderabad,"45,000",1840,Semi-Furnished,No,3,NorthEast
286,3,BHK,Apartment,Serilingampally,Hyderabad,"64,000",1890,Semi-Furnished,No,3,NorthEast
287,3,BHK,Apartment,Kokapet,Hyderabad,"55,000",1116,Semi-Furnished,No,3,NorthEast
288,3,BHK,Apartment,Kondapur,Hyderabad,"65,000",1700,Semi-Furnished,No,3,NorthEast
289,3,BHK,Apartment,Gachibowli,Hyderabad,"65,000",1575,Semi-Furnished,No,2,NorthEast
290,3,BHK,Apartment,Nanakramguda,Hyderabad,"85,000",2615,Furnished,No,3,NorthEast
